year,field,germans_male,germans_female,germans_total,foreigners_male,foreigners_female,foreigners_total,total_male,total_female,general_total
2022,Byzantine Studies,4,12,16,18,8,26,22,20,42
2022,Caritas Science,22,62,84,8,6,14,30,68,98
2022,Chemistry,19871,13995,33866,3245,3709,6954,23116,17704,40820
2022,Chemical Engineering/Chemical Process Technology,4365,2306,6671,1087,859,1946,5452,3165,8617
2022,Computer Linguistics,696,623,1319,339,598,937,1035,1221,2256
2022,Computer and Communication Technology,3243,2006,5249,858,559,1417,4101,2565,6666
2022,Danish,20,54,74,,1,1,20,55,75
2022,Performing Arts/Stagecraft/Directing,383,903,1286,126,330,456,509,1233,1742
2022,German as a Foreign or Second Language,378,2080,2458,359,1251,1610,737,3331,4068
2022,Pastoral Care Studies,95,136,231,14,18,32,109,154,263
2022,Conducting,116,56,172,97,83,180,213,139,352
2022,Printing and Reproduction Technology,567,757,1324,106,94,200,673,851,1524
2022,Gemstone and Jewellery Design,8,23,31,9,33,42,17,56,73
2022,Electrical Power Engineering,1108,198,1306,482,147,629,1590,345,1935
2022,Electrical Engineering/Electronics,35501,4552,40053,18067,4755,22822,53568,9307,62875
2022,Energy Process Engineering,3627,894,4521,1080,333,1413,4707,1227,5934
2022,Nutritional Science,1066,5154,6220,154,740,894,1220,5894,7114
2022,Adult Education and Extracurricular Youth Educat.,544,1838,2382,27,131,158,571,1969,2540
2022,Educational Science (Pedagogy),12361,44034,56395,785,3461,4246,13146,47495,60641
2022,Ethics,358,829,1187,45,85,130,403,914,1317
2022,Ethnology,852,2197,3049,280,445,725,1132,2642,3774
2022,European Ethnology and Cultural Studies,742,2186,2928,213,457,670,955,2643,3598
2022,European Economic Studies,792,959,1751,168,209,377,960,1168,2128
2022,"Protestant Religious Pedagogy, Church Educat. Work",195,431,626,4,9,13,199,440,639
2022,"Protestant Theology, Protes. Religious Education",3422,5097,8519,354,219,573,3776,5316,9092
2022,Facility Management,2104,1384,3488,95,70,165,2199,1454,3653
2022,Automotive Technology,8140,597,8737,2605,258,2863,10745,855,11600
2022,Precision Engineering,464,52,516,85,31,116,549,83,632
2022,Manufacturing Technology/Production Engineering,3309,551,3860,1314,273,1587,4623,824,5447
2022,Film and Television Studies,1280,1047,2327,237,307,544,1517,1354,2871
2022,Financial Administration,937,1251,2188,5,5,10,942,1256,2198
2022,Finno-Ugrian Studies,42,69,111,3,7,10,45,76,121
2022,"Forest Science, Forestry",3685,2120,5805,468,362,830,4153,2482,6635
2022,French,808,3317,4125,161,499,660,969,3816,4785
2022,Horticulture,1086,863,1949,79,73,152,1165,936,2101
2022,Geography,9775,10322,20097,576,639,1215,10351,10961,21312
2022,Geology/Palaeontology,166,140,306,75,53,128,241,193,434
2022,Geoecology,518,648,1166,61,80,141,579,728,1307
2022,Geophysics,867,843,1710,120,110,230,987,953,1940
2022,Geosciences general,4580,3610,8190,1048,735,1783,5628,4345,9973
2022,German Studies/German,12764,47246,60010,1136,4349,5485,13900,51595,65495
2022,Singing,251,409,660,276,396,672,527,805,1332
2022,History,17298,13145,30443,1302,1342,2644,18600,14487,33087
2022,Health Education,1354,5148,6502,52,206,258,1406,5354,6760
2022,Health Technology,4657,4782,9439,2505,2046,4551,7162,6828,13990
2022,Health Science/Health Management,9445,26685,36130,988,2674,3662,10433,29359,39792
2022,Glass Technology/Ceramics,72,37,109,10,8,18,82,45,127
2022,Graphic Design/Communication Design,7603,14847,22450,1464,3039,4503,9067,17886,26953
2022,Greek,159,138,297,41,36,77,200,174,374
2022,Primary School Education/Primary Level Education,1622,8205,9827,28,195,223,1650,8400,10050
2022,Domestic and Nutritional Sciences,1199,5115,6314,191,442,633,1390,5557,6947
2022,Domestic Science,34,120,154,1,1,2,35,121,156
2022,Wood and Fibre Technology,627,115,742,34,5,39,661,120,781
2022,Timber Construction,508,99,607,19,6,25,527,105,632
2022,Wood Science,135,23,158,34,18,52,169,41,210
2022,Metallurgy and Foundry,315,87,402,217,79,296,532,166,698
2022,Indology,35,67,102,19,30,49,54,97,151
2022,Industrial Design/Product Design,1806,1744,3550,319,444,763,2125,2188,4313
2022,Computer Science,90141,18486,108627,25422,9533,34955,115563,28019,143582
2022,Inf./Library Scien. (not at univ. of app.adm.sci.),832,1913,2745,62,133,195,894,2046,2940
2022,Computational Engineer./Technical Computer Science,9696,1657,11353,3794,1140,4934,13490,2797,16287
2022,Interior Architecture,471,3663,4134,90,523,613,561,4186,4747
2022,Internal Administration,2469,5024,7493,18,46,64,2487,5070,7557
2022,Instrumental Music,1206,1085,2291,2126,2511,4637,3332,3596,6928
2022,Interdisc. Studies (specialising in Engineering),11260,3942,15202,3575,1422,4997,14835,5364,20199
2022,Interdisc. Studies (special. in Natural Sciences),3312,3593,6905,1658,1454,3112,4970,5047,10017
2022,"Interdisc. St. (spec. in Law, Econ. and Soc. Sci.)",6586,8005,14591,1230,1797,3027,7816,9802,17618
2022,Interdisc. Studies (spec. in Humanities),4955,11718,16673,1157,2778,3935,6112,14496,20608
2022,"Interdisc. Studies (special. in Art, Art Theory)",251,602,853,186,254,440,437,856,1293
2022,International Business Studies/Management,15371,19118,34489,7425,8064,15489,22796,27182,49978
2022,Iranian Studies,53,62,115,44,54,98,97,116,213
2022,Islamic Studies/Islamic theology,373,485,858,120,104,224,493,589,1082
2022,Islamic Studies,302,634,936,130,136,266,432,770,1202
2022,Italian,200,505,705,73,282,355,273,787,1060
2022,Japanese Studies,1235,1538,2773,154,274,428,1389,1812,3201
2022,Jazz and Popular Music,930,347,1277,187,75,262,1117,422,1539
2022,Judaic Studies/Hebrew,167,245,412,43,68,111,210,313,523
2022,Law Enforcement,67,108,175,,,,67,108,175
2022,Cartography,113,72,185,64,44,108,177,116,293
2022,"Catholic Religious Pedagogy, Church Educat. Work",118,223,341,63,90,153,181,313,494
2022,"Catholic Theology, Catholic Religious Education",2390,3233,5623,392,151,543,2782,3384,6166
2022,Caucasian Studies,3,1,4,,4,4,3,5,8
2022,Church Music,285,115,400,37,46,83,322,161,483
2022,Classical Philology,130,162,292,29,32,61,159,194,353
2022,"Communication Technology, Information Engineering",4106,626,4732,2304,824,3128,6410,1450,7860
2022,Communication Science/Journalism,4650,11715,16365,410,1158,1568,5060,12873,17933
2022,Composition,150,34,184,147,122,269,297,156,453
2022,Arts Education,961,4624,5585,107,448,555,1068,5072,6140
2022,"Art History, Art Theory",1960,7368,9328,219,1010,1229,2179,8378,10557
2022,Plastics Technology,523,124,647,75,25,100,598,149,747
2022,Land Management Engineering/Landscape Design,2007,2889,4896,110,253,363,2117,3142,5259
2022,Landscape Ecology/Biogeography (ex. SF385 s. 2012),495,742,1237,27,38,65,522,780,1302
2022,Latin,707,944,1651,33,41,74,740,985,1725
2022,Latin America Studies,96,208,304,51,94,145,147,302,449
2022,Food Chemistry,640,1360,2000,62,151,213,702,1511,2213
2022,Food Technology,1362,1708,3070,152,298,450,1514,2006,3520
2022,Area of study: Humanities,1302,7230,8532,60,193,253,1362,7423,8785
2022,Area of study: Social Studies,196,228,424,5,1,6,201,229,430
2022,Area of study: Natural Sciences/General Studies,930,3897,4827,19,89,108,949,3986,4935
2022,Area of study: Technology,629,266,895,12,10,22,641,276,917
2022,Aeronautical and Aerospace Engineering,5169,781,5950,1249,340,1589,6418,1121,7539
2022,Painting,216,315,531,77,149,226,293,464,757
2022,Mine Surveying,18,12,30,7,4,11,25,16,41
2022,Mechanical Engineering,58624,8133,66757,17725,3267,20992,76349,11400,87749
2022,Materials Engineering,997,359,1356,596,325,921,1593,684,2277
2022,Mathematics,25036,24595,49631,3686,2556,6242,28722,27151,55873
2022,Mechatronics,10351,1067,11418,6047,877,6924,16398,1944,18342
2022,Media Informatics,10167,5322,15489,1384,1040,2424,11551,6362,17913
2022,Media Technology,4416,3096,7512,428,280,708,4844,3376,8220
2022,Media Economics/Media Management,4160,7346,11506,423,921,1344,4583,8267,12850
2022,Media Science,3734,8659,12393,405,1026,1431,4139,9685,13824
2022,Medicine (General Medicine),32908,61452,94360,5625,8145,13770,38533,69597,108130
2022,Medical Informatics,1392,1135,2527,561,595,1156,1953,1730,3683
2022,Metals Technology,563,101,664,6,5,11,569,106,675
2022,Meteorology,550,415,965,98,85,183,648,500,1148
2022,Microelectronics,136,42,178,631,258,889,767,300,1067
2022,Microsystems Technology,936,182,1118,1068,290,1358,2004,472,2476
2022,Dairy Farming,25,21,46,5,17,22,30,38,68
2022,Mineralogy,98,41,139,48,21,69,146,62,208
2022,Medieval and Modern History,366,299,665,32,38,70,398,337,735
2022,Music Education,3297,4141,7438,294,644,938,3591,4785,8376
2022,Musicology/History of Music,1693,1914,3607,289,539,828,1982,2453,4435
2022,Nature Conservation,410,712,1122,181,262,443,591,974,1565
2022,Nautical Science/Maritime Studies,620,165,785,207,36,243,827,201,1028
2022,New Media,1145,1454,2599,258,317,575,1403,1771,3174
2022,Modern Greek,14,22,36,13,49,62,27,71,98
2022,Non-medical Healthcare Professions/Therapies,2732,12823,15555,220,761,981,2952,13584,16536
2022,Low German,1,5,6,,,,1,5,6
2022,Dutch,96,185,281,13,19,32,109,204,313
2022,"Nordic/Scand. St. (Nord. Phil., ind. lang. n.e.c.)",293,741,1034,22,49,71,315,790,1105
2022,Optoelectronics,279,112,391,104,34,138,383,146,529
2022,Orchestral Music,300,294,594,494,647,1141,794,941,1735
2022,"Oriental Studies, Ancient Oriental Studies",351,530,881,132,137,269,483,667,1150
2022,MINT orientation studies,3,2,5,,,,3,2,5
2022,Eastern and South Eastern Europe Studies,123,186,309,40,89,129,163,275,438
2022,Oceanography,3,3,6,9,5,14,12,8,20
2022,Early Childhood Education,402,3197,3599,23,241,264,425,3438,3863
2022,Plant Production,343,323,666,29,22,51,372,345,717
2022,Nursing Science/Nursing Management,3181,9972,13153,201,660,861,3382,10632,14014
2022,Pharmacy,3946,9219,13165,903,1996,2899,4849,11215,16064
2022,Philosophy,8902,7444,16346,1216,1153,2369,10118,8597,18715
2022,Physics,28220,11698,39918,5806,2893,8699,34026,14591,48617
2022,Engineering Physics/Mechanical Process Engineering,1637,472,2109,736,162,898,2373,634,3007
2022,Political Science,14958,12378,27336,2168,2839,5007,17126,15217,32343
2022,Police/Protection of the Constitution,15858,9436,25294,182,96,278,16040,9532,25572
2022,Polish,20,27,47,5,15,20,25,42,67
2022,Portuguese,26,43,69,8,20,28,34,63,97
2022,Psychology,24802,77085,101887,2035,6980,9015,26837,84065,110902
2022,Spatial Planning,2468,2486,4954,532,862,1394,3000,3348,6348
2022,Administration of Justice,643,2404,3047,,2,2,643,2406,3049
2022,Law,45433,61809,107242,3279,6162,9441,48712,67971,116683
2022,Renewable Energy,2021,670,2691,1037,264,1301,3058,934,3992
2022,Religious Studies,473,806,1279,157,165,322,630,971,1601
2022,Restoration Studies,147,586,733,11,49,60,158,635,793
2022,Rhythmics,1,7,8,1,8,9,2,15,17
2022,"Romance Studies (Rom. Phil., indiv. lang. n.e.c.)",483,1399,1882,177,563,740,660,1962,2622
2022,Russian,153,319,472,27,173,200,180,492,672
2022,General Studies (including School Garden),210,1127,1337,13,57,70,223,1184,1407
2022,Drama Studies,225,278,503,62,96,158,287,374,661
2022,Naval Architecture/Ship Technology,528,87,615,228,47,275,756,134,890
2022,School Pedagogy,152,305,457,23,49,72,175,354,529
2022,Sinology/Korean Studies,806,1781,2587,213,561,774,1019,2342,3361
2022,Slavic Studies (Slavic Philology),323,580,903,150,380,530,473,960,1433
2022,Special Needs Education,3090,14837,17927,58,334,392,3148,15171,18319
2022,Other subjects,921,1434,2355,774,942,1716,1695,2376,4071
2022,Other regional studies,119,226,345,32,115,147,151,341,492
2022,Other orientation studies,34,15,49,15,16,31,49,31,80
2022,Sorabistics,5,17,22,2,5,7,7,22,29
2022,Social Work,18073,60770,78843,1245,3963,5208,19318,64733,84051
2022,Social Studies,1883,1876,3759,111,118,229,1994,1994,3988
2022,Social Pedagogy,2163,9617,11780,62,420,482,2225,10037,12262
2022,Social Security Administration,767,1830,2597,61,72,133,828,1902,2730
2022,Applied Social Science,5544,17629,23173,362,1019,1381,5906,18648,24554
2022,Social Sciences,7851,11364,19215,953,1682,2635,8804,13046,21850
2022,Sociology,5852,11183,17035,651,1505,2156,6503,12688,19191
2022,Spanish,951,2663,3614,193,626,819,1144,3289,4433
2022,Sports Management/Sports Economics,7546,2842,10388,577,160,737,8123,3002,11125
2022,Sports Education/Sports Psychology,5615,3681,9296,179,92,271,5794,3773,9567
2022,Sports Science,12108,7649,19757,856,597,1453,12964,8246,21210
2022,Steel Construction,47,3,50,3,1,4,50,4,54
2022,Statistics,2024,1071,3095,1109,664,1773,3133,1735,4868
2022,"South Slavic (Bulgar., Serbo-Croat., Slovene etc.)",3,4,7,1,1,2,4,5,9
2022,Dance Education,30,121,151,63,150,213,93,271,364
2022,Technical Cybernetics,266,74,340,38,15,53,304,89,393
2022,Technomathematics,1698,510,2208,374,167,541,2072,677,2749
2022,Textile Design,593,2078,2671,89,401,490,682,2479,3161
2022,Textile and Clothing Technology/Industry,435,1521,1956,261,247,508,696,1768,2464
2022,Theatre Studies,689,1964,2653,86,266,352,775,2230,3005
2022,Veterinary Medicine,980,6261,7241,153,547,700,1133,6808,7941
2022,Animal Production,73,188,261,19,17,36,92,205,297
2022,Sound Engineering,371,62,433,80,17,97,451,79,530
2022,Tourism Management,1975,6460,8435,452,888,1340,2427,7348,9775
2022,Transport and Conveying Technology,258,29,287,25,9,34,283,38,321
2022,Czech,7,16,23,3,13,16,10,29,39
2022,Turkish Studies,58,209,267,46,88,134,104,297,401
2022,Environmental Protection,802,949,1751,561,443,1004,1363,1392,2755
2022,Environmental Technology (including Recycling),3821,2414,6235,799,674,1473,4620,3088,7708
2022,Prehistory and Early History,414,480,894,31,52,83,445,532,977
2022,Process Engineering,4346,2673,7019,1171,979,2150,5517,3652,9169
2022,Transport Engineering,2912,786,3698,913,283,1196,3825,1069,4894
2022,Transport Economics,886,360,1246,232,163,395,1118,523,1641
2022,Surveying (Geodesy),2873,1184,4057,801,408,1209,3674,1592,5266
2022,Supply Technology,2389,427,2816,322,88,410,2711,515,3226
2022,Administrative Science/Public Administration,7636,11270,18906,345,347,692,7981,11617,19598
2022,Folklore,241,676,917,28,118,146,269,794,1063
2022,Economics,10556,4639,15195,2743,2798,5541,13299,7437,20736
2022,Hydraulic Engineering,536,390,926,201,171,372,737,561,1298
2022,Water Management,453,289,742,355,207,562,808,496,1304
2022,Viticulture and Oenology,613,355,968,116,124,240,729,479,1208
2022,Handicrafts (technical)/Technology,162,260,422,4,22,26,166,282,448
2022,Handicrafts Education,40,82,122,1,1,2,41,83,124
2022,Materials Technology,2191,797,2988,1238,578,1816,3429,1375,4804
2022,Western Slavic (general and n.e.c.),12,16,28,4,4,8,16,20,36
2022,Economic/Social Geography,232,237,469,5,16,21,237,253,490
2022,Economic/Social History,98,69,167,16,41,57,114,110,224
2022,Business Informatics,45471,10631,56102,6315,3715,10030,51786,14346,66132
2022,Business Engineering spec. in Engineering Sciences,39537,10442,49979,9361,3945,13306,48898,14387,63285
2022,Business Engineering specialising in Economics,19377,6227,25604,2800,1376,4176,22177,7603,29780
2022,Business Mathematics,3034,1867,4901,559,698,1257,3593,2565,6158
2022,Business and Economics Education,2436,3722,6158,76,227,303,2512,3949,6461
2022,Business Law,7899,11922,19821,641,1258,1899,8540,13180,21720
2022,Business and Economics,41654,32705,74359,6252,7146,13398,47906,39851,87757
2022,History of Science/History of Technology,22,9,31,2,,2,24,9,33
2022,Dentistry,4193,9151,13344,1025,1305,2330,5218,10456,15674
2022,Customs and Tax Administration,3348,3990,7338,15,32,47,3363,4022,7385
2023,Waste Management,42,18,60,2,1,3,44,19,63
2023,African Studies,381,612,993,118,161,279,499,773,1272
2023,Agricultural Biology,288,280,568,275,277,552,563,557,1120
2023,Agricultural Economics,627,453,1080,471,312,783,1098,765,1863
2023,Agricultural Science/Agriculture,6275,5787,12062,1233,1330,2563,7508,7117,14625
2023,Egyptology,268,400,668,22,45,67,290,445,735
2023,General Linguistics/Indo-European Studies,1054,2850,3904,388,980,1368,1442,3830,5272
2023,General Literary Studies,732,3159,3891,145,510,655,877,3669,4546
2023,Ancient History,108,100,208,21,18,39,129,118,247
2023,American Studies,612,1395,2007,449,738,1187,1061,2133,3194
2023,Applied Art,1235,2537,3772,138,392,530,1373,2929,4302
2023,Applied Linguistics,831,2858,3689,231,724,955,1062,3582,4644
2023,Applied Systems Science,1567,464,2031,1054,353,1407,2621,817,3438
2023,English Studies,12511,30191,42702,1607,4327,5934,14118,34518,48636
2023,Anthropology (Human Biology),91,342,433,74,167,241,165,509,674
2023,Arabic/Arabic Studies,112,244,356,85,85,170,197,329,526
2023,Work Studies/Business Studies,767,1070,1837,37,65,102,804,1135,1939
2023,Occupational Guidance and Career Counselling,171,436,607,6,6,12,177,442,619
2023,Labour Administration,314,597,911,7,5,12,321,602,923
2023,Archaeology,2473,2887,5360,260,420,680,2733,3307,6040
2023,Archaeometry (Archaeological Engineering),18,10,28,1,2,3,19,12,31
2023,Architecture,14399,19977,34376,2936,4616,7552,17335,24593,41928
2023,Archive and Documentation Science,130,277,407,16,41,57,146,318,464
2023,Archive Studies,175,229,404,2,7,9,177,236,413
2023,Asian Languages and Cultures/Asian Studies,393,849,1242,251,418,669,644,1267,1911
2023,Astrophysics and Astronomy,190,84,274,274,136,410,464,220,684
2023,Ophthalmic Optics,236,507,743,27,56,83,263,563,826
2023,Immigrant Education,16,90,106,27,50,77,43,140,183
2023,Non-Europ. Lang. and Cult. in Oceania and America,50,85,135,25,53,78,75,138,213
2023,Foreign Affairs Administration,147,142,289,10,,10,157,142,299
2023,Baltic Studies,3,5,8,,3,3,3,8,11
2023,Banking,412,245,657,22,29,51,434,274,708
2023,Civil Engineering/Structural Engineering,31731,13575,45306,8576,3469,12045,40307,17044,57351
2023,Mining/Mine Engineering,594,191,785,995,275,1270,1589,466,2055
2023,Occupation-specific Foreign Language Training,312,663,975,63,138,201,375,801,1176
2023,"Vocational, Business and Economics Education",772,1561,2333,113,106,219,885,1667,2552
2023,Business Administration,107147,89968,197115,17419,17941,35360,124566,107909,232475
2023,Librarianship,14,44,58,,,,14,44,58
2023,Fine Arts/Graphics,1151,1705,2856,420,881,1301,1571,2586,4157
2023,Sculpting/Statuary Art,105,163,268,70,104,174,175,267,442
2023,Biochemistry,2780,4257,7037,630,1213,1843,3410,5470,8880
2023,Bioinformatics,1153,889,2042,414,500,914,1567,1389,2956
2023,Biology,16259,31813,48072,3070,6047,9117,19329,37860,57189
2023,Biomedicine,510,1631,2141,289,516,805,799,2147,2946
2023,Biotechnology,4165,6072,10237,1358,2050,3408,5523,8122,13645
2023,Brewing Science/Beverage Technology,369,101,470,53,15,68,422,116,538
2023,Armed Forces Administration,239,315,554,,,,239,315,554
2023,Byzantine Studies,3,11,14,17,10,27,20,21,41
2023,Caritas Science,22,51,73,10,8,18,32,59,91
2023,Chemistry,17994,12750,30744,3225,3874,7099,21219,16624,37843
2023,Chemical Engineering/Chemical Process Technology,4162,2295,6457,1125,926,2051,5287,3221,8508
2023,Computer Linguistics,619,533,1152,432,663,1095,1051,1196,2247
2023,Computer and Communication Technology,3238,2084,5322,948,641,1589,4186,2725,6911
2023,Danish,19,50,69,,2,2,19,52,71
2023,Performing Arts/Stagecraft/Directing,378,921,1299,124,338,462,502,1259,1761
2023,German as a Foreign or Second Language,362,1969,2331,338,1153,1491,700,3122,3822
2023,Pastoral Care Studies,70,124,194,22,27,49,92,151,243
2023,Conducting,87,57,144,93,74,167,180,131,311
2023,Printing and Reproduction Technology,546,740,1286,103,104,207,649,844,1493
2023,Gemstone and Jewellery Design,9,34,43,8,34,42,17,68,85
2023,Electrical Power Engineering,938,176,1114,453,134,587,1391,310,1701
2023,Electrical Engineering/Electronics,33468,4117,37585,17994,4751,22745,51462,8868,60330
2023,Energy Process Engineering,3320,823,4143,1152,338,1490,4472,1161,5633
2023,Nutritional Science,1048,5138,6186,147,753,900,1195,5891,7086
2023,Adult Education and Extracurricular Youth Educat.,523,1665,2188,26,113,139,549,1778,2327
2023,Educational Science (Pedagogy),12299,43628,55927,751,3338,4089,13050,46966,60016
2023,Ethics,323,685,1008,43,65,108,366,750,1116
2023,Ethnology,733,1980,2713,257,438,695,990,2418,3408
2023,European Ethnology and Cultural Studies,714,2071,2785,186,423,609,900,2494,3394
2023,European Economic Studies,733,914,1647,183,231,414,916,1145,2061
2023,"Protestant Religious Pedagogy, Church Educat. Work",186,407,593,4,10,14,190,417,607
2023,"Protestant Theology, Protes. Religious Education",2957,4441,7398,313,201,514,3270,4642,7912
2023,Facility Management,1992,1392,3384,89,75,164,2081,1467,3548
2023,Automotive Technology,7358,546,7904,2685,273,2958,10043,819,10862
2023,Precision Engineering,431,45,476,76,8,84,507,53,560
2023,Manufacturing Technology/Production Engineering,2901,524,3425,1259,253,1512,4160,777,4937
2023,Film and Television Studies,1229,1082,2311,264,326,590,1493,1408,2901
2023,Financial Administration,977,1196,2173,3,8,11,980,1204,2184
2023,Finno-Ugrian Studies,32,64,96,5,5,10,37,69,106
2023,"Forest Science, Forestry",3630,2153,5783,417,364,781,4047,2517,6564
2023,French,764,2944,3708,151,444,595,915,3388,4303
2023,Horticulture,1037,797,1834,74,70,144,1111,867,1978
2023,Geography,9725,10185,19910,585,655,1240,10310,10840,21150
2023,Geology/Palaeontology,163,138,301,72,52,124,235,190,425
2023,Geoecology,514,649,1163,57,86,143,571,735,1306
2023,Geophysics,636,574,1210,157,113,270,793,687,1480
2023,Geosciences general,4244,3338,7582,1038,738,1776,5282,4076,9358
2023,German Studies/German,12190,45920,58110,1068,4041,5109,13258,49961,63219
2023,Singing,253,400,653,296,404,700,549,804,1353
2023,History,16540,12535,29075,1243,1263,2506,17783,13798,31581
2023,Health Education,1312,5019,6331,63,252,315,1375,5271,6646
2023,Health Technology,4410,4627,9037,2282,2073,4355,6692,6700,13392
2023,Health Science/Health Management,9119,25955,35074,1047,2784,3831,10166,28739,38905
2023,Glass Technology/Ceramics,62,31,93,8,5,13,70,36,106
2023,Graphic Design/Communication Design,7537,15538,23075,1444,3212,4656,8981,18750,27731
2023,Greek,156,118,274,41,34,75,197,152,349
2023,Primary School Education/Primary Level Education,1826,8908,10734,33,215,248,1859,9123,10982
2023,Domestic and Nutritional Sciences,1114,4736,5850,205,394,599,1319,5130,6449
2023,Domestic Science,31,110,141,1,,1,32,110,142
2023,Wood and Fibre Technology,635,142,777,24,8,32,659,150,809
2023,Timber Construction,498,103,601,14,4,18,512,107,619
2023,Wood Science,143,39,182,29,19,48,172,58,230
2023,Metallurgy and Foundry,247,63,310,166,56,222,413,119,532
2023,Indology,30,53,83,21,27,48,51,80,131
2023,Industrial Design/Product Design,1790,1754,3544,322,414,736,2112,2168,4280
2023,Computer Science,88878,17724,106602,28720,10848,39568,117598,28572,146170
2023,Inf./Library Scien. (not at univ. of app.adm.sci.),556,1837,2393,41,122,163,597,1959,2556
2023,Computational Engineer./Technical Computer Science,9064,1380,10444,3959,1225,5184,13023,2605,15628
2023,Interior Architecture,451,3562,4013,93,485,578,544,4047,4591
2023,Internal Administration,2461,4836,7297,19,40,59,2480,4876,7356
2023,Instrumental Music,1145,1083,2228,2129,2517,4646,3274,3600,6874
2023,Interdisc. Studies (specialising in Engineering),11063,4000,15063,4088,1562,5650,15151,5562,20713
2023,Interdisc. Studies (special. in Natural Sciences),3213,3559,6772,1693,1537,3230,4906,5096,10002
2023,"Interdisc. St. (spec. in Law, Econ. and Soc. Sci.)",6940,8071,15011,1340,1941,3281,8280,10012,18292
2023,Interdisc. Studies (spec. in Humanities),4893,11530,16423,1231,2838,4069,6124,14368,20492
2023,"Interdisc. Studies (special. in Art, Art Theory)",212,595,807,140,253,393,352,848,1200
2023,International Business Studies/Management,14496,18208,32704,7701,8267,15968,22197,26475,48672
2023,Iranian Studies,41,58,99,48,65,113,89,123,212
2023,Islamic Studies/Islamic theology,342,459,801,130,116,246,472,575,1047
2023,Islamic Studies,261,556,817,113,127,240,374,683,1057
2023,Italian,169,434,603,76,254,330,245,688,933
2023,Japanese Studies,1155,1419,2574,143,253,396,1298,1672,2970
2023,Jazz and Popular Music,990,357,1347,190,94,284,1180,451,1631
2023,Judaic Studies/Hebrew,143,198,341,51,76,127,194,274,468
2023,Law Enforcement,68,115,183,,,,68,115,183
2023,Cartography,106,102,208,48,52,100,154,154,308
2023,"Catholic Religious Pedagogy, Church Educat. Work",94,184,278,84,108,192,178,292,470
2023,"Catholic Theology, Catholic Religious Education",2051,2860,4911,407,129,536,2458,2989,5447
2023,Caucasian Studies,1,2,3,,3,3,1,5,6
2023,Church Music,269,109,378,36,58,94,305,167,472
2023,Classical Philology,124,140,264,24,30,54,148,170,318
2023,"Communication Technology, Information Engineering",3900,578,4478,2493,946,3439,6393,1524,7917
2023,Communication Science/Journalism,4413,11658,16071,391,1128,1519,4804,12786,17590
2023,Composition,141,46,187,141,121,262,282,167,449
2023,Arts Education,947,4748,5695,108,442,550,1055,5190,6245
2023,"Art History, Art Theory",1901,7014,8915,210,975,1185,2111,7989,10100
2023,Plastics Technology,421,106,527,56,18,74,477,124,601
2023,Land Management Engineering/Landscape Design,1934,2864,4798,120,243,363,2054,3107,5161
2023,Landscape Ecology/Biogeography (ex. SF385 s. 2012),520,763,1283,22,37,59,542,800,1342
2023,Latin,622,871,1493,31,40,71,653,911,1564
2023,Latin America Studies,80,190,270,49,87,136,129,277,406
2023,Food Chemistry,582,1210,1792,51,158,209,633,1368,2001
2023,Food Technology,1175,1500,2675,161,295,456,1336,1795,3131
2023,Area of study: Humanities,1341,7327,8668,39,184,223,1380,7511,8891
2023,Area of study: Social Studies,196,229,425,5,6,11,201,235,436
2023,Area of study: Natural Sciences/General Studies,1091,4325,5416,22,88,110,1113,4413,5526
2023,Area of study: Technology,605,232,837,9,5,14,614,237,851
2023,Aeronautical and Aerospace Engineering,5020,786,5806,1315,371,1686,6335,1157,7492
2023,Painting,205,331,536,63,143,206,268,474,742
2023,Mine Surveying,17,10,27,15,4,19,32,14,46
2023,Mechanical Engineering,53914,7484,61398,17065,3183,20248,70979,10667,81646
2023,Materials Engineering,891,360,1251,912,350,1262,1803,710,2513
2023,Mathematics,23044,22053,45097,3721,2520,6241,26765,24573,51338
2023,Mechatronics,9692,1073,10765,5755,824,6579,15447,1897,17344
2023,Media Informatics,9384,5181,14565,1346,1043,2389,10730,6224,16954
2023,Media Technology,4253,2992,7245,525,352,877,4778,3344,8122
2023,Media Economics/Media Management,3770,7031,10801,394,876,1270,4164,7907,12071
2023,Media Science,3445,8444,11889,406,1003,1409,3851,9447,13298
2023,Medicine (General Medicine),34427,64638,99065,5712,8606,14318,40139,73244,113383
2023,Medical Informatics,1312,1049,2361,540,649,1189,1852,1698,3550
2023,Metals Technology,465,79,544,8,5,13,473,84,557
2023,Meteorology,519,360,879,109,81,190,628,441,1069
2023,Microelectronics,57,15,72,248,124,372,305,139,444
2023,Microsystems Technology,887,167,1054,1014,272,1286,1901,439,2340
2023,Dairy Farming,29,24,53,5,12,17,34,36,70
2023,Mineralogy,85,49,134,34,29,63,119,78,197
2023,Medieval and Modern History,405,327,732,34,42,76,439,369,808
2023,Music Education,3246,4059,7305,322,636,958,3568,4695,8263
2023,Musicology/History of Music,1541,1898,3439,294,540,834,1835,2438,4273
2023,Nature Conservation,416,674,1090,214,264,478,630,938,1568
2023,Nautical Science/Maritime Studies,617,160,777,196,27,223,813,187,1000
2023,New Media,1155,1471,2626,254,348,602,1409,1819,3228
2023,Modern Greek,8,18,26,9,47,56,17,65,82
2023,Non-medical Healthcare Professions/Therapies,2907,14612,17519,249,868,1117,3156,15480,18636
2023,Low German,3,4,7,,,,3,4,7
